customer_ID,target
e67e0dd630d464500a6bbeb376998464d43ae073a91fb1c339dfb870aa500e98,0.09942115251098214
ffcdc4d38b7d2dafac1e611ad1c84015911b079773bfbf1b92d2554153fb1c01,0.016914930119799557
5e6d94c55eaae1c79abf0c82d60e6dce211c4c333b9042855a3f230ee2da08b0,0.030832523988701174
f7e9daad4b2bc57bb3015bc9640fe95ed9a627d442220def221897febc5786e5,0.31771948848408593
6b682abe71c739aae5a628cde3c0e5f4ae0a085d75af202135cac57d8ef15471,0.8653790915084362
134bef5b83093681d2b4eef82fd84fd2e3ce38f9ffac610900995b9c03fdd4d2,0.09356222880936904
f523180dd5526a803989ddebe833a20d7b03d0f846399ad4b48c2a8a4c575914,0.06890541313672179
1788ee0fa3395179b52d2cf7e79660c481a66c0a4dbf2ac3dcf17bb43e3565e0,0.028778327600070736
c9f2149a0c0c48cbdb1201dcbd29702931ed5ee5b6a981e04d0fdecc9f5faac3,0.009480688861060294
af95cc89aed6f655503a8bec19fec5f26ce65b51916d94247888034ab8d17b3c,0.2949021100630993
c45ae83633398d8060e9ed45b7cfbe165053f95e76dd4cb7900b460da54c1a0c,0.14240887097946803
0ecd8cb947ec42d9ba4eab81e274d5343746cff6ca489f91b7fdeabbb4600397,0.772965976255171
c01d9081ad1861ca3271bc3bb059466ca04ae91a91b80330c5d65bf4c1621e9c,0.31745066346904893
14f23d010456f978b4d7da7fe0617b57733ce2edce7ecedb09d4ad0125a5866b,0.014935797974857936
9643e42f4bd17df7885a826f806f88847d31698d41e2c2136094c3e26b979722,0.01699396497804442
cd359e2ccbad8adb459671e4a14a32d2945dffde40c6a10fb3fa96cde1a4dd31,0.0045850717247203675
dac2672e293529eabc4e7838e82b9bb96363872786c8729fc4912a4081b2041c,0.009851623606975127
8e96aebfbf4ad5aba417240d42c968d5fa1eb0e4b1d1c2aa74e9703fec58dfa6,0.004953014762994327
5469835f86ea2b8c68509bab9fdce45029a0e5867f7d0ab95c20322d7a24bbd0,0.25639128144246365
f4a824b18dd4b0f52877b4b26693de8ac3ca9f4058568b0b2c802aa9943b80e8,0.022909039213063156
93344d1457475d4345b9517cc642455bf1978eea590ba563b14ba1813b7fc75d,0.012441893659279711
1323d60ede75520564fd00ee023e7bbc3ee47cc3670c1936b9c294ab6fc9b9ed,0.004392467718991141
e3e513392147bfbf2cad913c31f1670b5313464aea06d9a1a503fd6666b0b5f9,0.016753256105190927
2bde38242e117df8f28958c7eb114423113246e61596c415e8c6de4b5328c27b,0.014458739420754207
143bc7f0e0e15beb3eb8ec198ff79e5f1177ef71733829040c3ab5c6415a67bd,0.3826417941358569
1a7d28930c17ea20be7a498fc20923db2bd292f2ac829e9fbd3d44947e169a13,0.010391015060390042
5e5884175dfa34969f5f0e66e5849f8d8f63b7aebb90b48928bafa8023e55173,0.009841756384971572
6073a768ddcdef95f81ae9126ecfb89cc803a576c4dcf424b026a6528ae5bb08,0.02828406871452533
733423b87b5339b4467969e9a4f2fa02aaff371b37e12110cca05ba59c76968e,0.8612542699018819
88137cb6d1b824ce11f552e80b0a9ff441c006fbaac9fb51355bdfc743929740,0.09482337612607794
e0b3149d9b107c235d02a10e3c38332d3ebe84d69a22d3bc403a92a3b000b140,0.010003041649919242
25e4a698ba002030682ff8aa55f9e639b4fc573b2603c856c499618efa3c9ec7,0.5816150289687101
6ec46fc21416dd09225f7010dcaee5a272357cfbe93d223c4b26ab3d3c7beb61,0.004286274545748558
51b028306c2bee832ec1efdc59c0f85625cdff08fe8506abd4e0de9057b113fb,0.4121634892079447
